band,STM,value,class,endmember
blue,q90,474,7,grassland
blue,q90,525,7,grassland
blue,q90,516,7,grassland
blue,q90,375,7,grassland
blue,q90,426,7,grassland
blue,q90,418,7,grassland
blue,q90,250,7,grassland
blue,q90,364,7,grassland
blue,q90,927,7,grassland
blue,q90,536,7,grassland
blue,q90,361,7,grassland
blue,q90,475,7,grassland
blue,q90,592,7,grassland
blue,q90,450,7,grassland
blue,q90,413,7,grassland
blue,q90,480,7,grassland
blue,q90,457,7,grassland
blue,q90,333,7,grassland
blue,q90,677,7,grassland
blue,q90,384,7,grassland
blue,q90,704,7,grassland
blue,q90,409,7,grassland
blue,q90,281,7,grassland
blue,q90,524,7,grassland
blue,q90,601,7,grassland
blue,q90,492,7,grassland
blue,q90,497,7,grassland
blue,q90,482,7,grassland
blue,q90,188,7,grassland
blue,q90,981,7,grassland
blue,q90,734,7,grassland
blue,q90,529,7,grassland
blue,q90,1349,7,grassland
blue,q90,343,7,grassland
blue,q90,525,7,grassland
blue,q90,415,7,grassland
blue,q90,442,7,grassland
blue,q90,338,7,grassland
blue,q90,460,7,grassland
blue,q90,374,7,grassland
blue,q90,368,7,grassland
blue,q90,412,7,grassland
blue,q90,480,7,grassland
blue,q90,323,7,grassland
blue,q90,422,7,grassland
blue,q90,552,7,grassland
blue,q90,689,7,grassland
blue,q90,367,7,grassland
blue,q90,374,7,grassland
blue,q90,431,7,grassland
blue,q90,337,7,grassland
blue,q90,259,7,grassland
blue,q90,542,7,grassland
blue,q90,457,7,grassland
blue,q90,290,7,grassland
blue,q90,281,7,grassland
blue,q90,456,7,grassland
blue,q90,211,7,grassland
blue,q90,-9999,7,grassland
blue,q90,741,7,grassland
blue,q90,225,7,grassland
blue,q90,312,7,grassland
blue,q90,356,7,grassland
blue,q90,532,7,grassland
blue,q90,410,7,grassland
blue,q90,436,7,grassland
blue,q90,270,7,grassland
blue,q90,-9999,7,grassland
blue,q90,2738,7,grassland
blue,q90,402,7,grassland
blue,q90,618,7,grassland
blue,q90,407,7,grassland
blue,q90,383,7,grassland
blue,q90,347,7,grassland
blue,q90,454,7,grassland
blue,q90,120,7,grassland
blue,q90,359,7,grassland
blue,q90,272,7,grassland
blue,q90,434,7,grassland
blue,q90,400,7,grassland
blue,q90,288,7,grassland
blue,q90,385,7,grassland
blue,q90,546,7,grassland
blue,q90,510,7,grassland
blue,q90,459,7,grassland
blue,q90,342,7,grassland
blue,q90,420,7,grassland
blue,q90,428,7,grassland
blue,q90,428,7,grassland
blue,q90,665,7,grassland
blue,q90,549,7,grassland
blue,q90,633,7,grassland
blue,q90,621,7,grassland
blue,q90,416,7,grassland
blue,q90,623,7,grassland
blue,q90,453,7,grassland
blue,q90,499,7,grassland
blue,q90,476,7,grassland
blue,q90,1423,7,grassland
blue,q90,352,7,grassland
blue,q90,445,7,grassland
blue,q90,242,7,grassland
blue,q90,442,7,grassland
blue,q90,499,7,grassland
blue,q90,358,7,grassland
blue,q90,498,7,grassland
blue,q90,439,7,grassland
blue,q90,307,7,grassland
blue,q90,376,7,grassland
blue,q90,-9999,7,grassland
blue,q90,281,7,grassland
blue,q90,629,7,grassland
blue,q90,1019,7,grassland
blue,q90,906,7,grassland
blue,q90,936,7,grassland
blue,q90,510,7,grassland
blue,q90,431,7,grassland
blue,q90,649,7,grassland
blue,q90,741,7,grassland
blue,q90,545,7,grassland
blue,q90,596,7,grassland
blue,q90,544,7,grassland
blue,q90,471,7,grassland
blue,q90,712,7,grassland
blue,q90,671,7,grassland
blue,q90,730,7,grassland
blue,q90,376,7,grassland
blue,q90,811,7,grassland
blue,q90,640,7,grassland
blue,q90,748,7,grassland
blue,q90,506,7,grassland
blue,q90,480,7,grassland
blue,q90,881,7,grassland
blue,q90,519,7,grassland
blue,q90,584,7,grassland
blue,q90,556,7,grassland
blue,q90,662,7,grassland
blue,q90,663,7,grassland
blue,q90,614,7,grassland
blue,q90,228,7,grassland
blue,q90,645,7,grassland
blue,q90,515,7,grassland
blue,q90,441,7,grassland
blue,q90,1112,7,grassland
blue,q90,609,7,grassland
blue,q90,355,7,grassland
blue,q90,544,7,grassland
blue,q90,3571,7,grassland
blue,q90,818,7,grassland
blue,q90,982,7,grassland
blue,q90,603,7,grassland
blue,q90,519,7,grassland
blue,q90,341,7,grassland
blue,q90,468,7,grassland
blue,q90,271,7,grassland
blue,q90,302,7,grassland
blue,q90,347,7,grassland
blue,q90,1034,7,grassland
blue,q90,244,7,grassland
blue,q90,-9999,7,grassland
blue,q90,620,7,grassland
blue,q90,634,7,grassland
blue,q90,600,7,grassland
blue,q90,508,7,grassland
blue,q90,550,7,grassland
blue,q90,668,7,grassland
blue,q90,662,7,grassland
blue,q90,696,7,grassland
blue,q90,421,7,grassland
blue,q90,938,7,grassland
blue,q90,412,7,grassland
blue,q90,1035,7,grassland
blue,q90,520,7,grassland
blue,q90,387,7,grassland
blue,q90,432,7,grassland
blue,q90,665,7,grassland
blue,q90,518,7,grassland
blue,q90,501,7,grassland
blue,q90,423,7,grassland
blue,q90,1885,7,grassland
blue,q90,395,7,grassland
blue,q90,532,7,grassland
blue,q90,427,7,grassland
blue,q90,321,7,grassland
blue,q90,438,7,grassland
blue,q90,357,7,grassland
blue,q90,530,7,grassland
blue,q90,410,7,grassland
blue,q90,290,7,grassland
blue,q90,322,7,grassland
blue,q90,569,7,grassland
blue,q90,669,7,grassland
blue,q90,601,7,grassland
blue,q90,381,7,grassland
blue,q90,610,7,grassland
blue,q90,423,7,grassland
blue,q90,317,7,grassland
blue,q90,443,7,grassland
blue,q90,533,7,grassland
blue,q90,684,7,grassland
blue,q90,758,7,grassland
blue,q90,739,7,grassland
blue,q90,631,7,grassland
blue,q90,635,7,grassland
blue,q90,-9999,7,grassland
blue,q90,517,7,grassland
blue,q90,734,7,grassland
blue,q90,504,7,grassland
blue,q90,501,7,grassland
blue,q90,352,7,grassland
blue,q90,633,7,grassland
blue,q90,575,7,grassland
blue,q90,696,7,grassland
blue,q90,534,7,grassland
blue,q90,606,7,grassland
blue,q90,337,7,grassland
blue,q90,322,7,grassland
blue,q90,387,7,grassland
blue,q90,858,7,grassland
blue,q90,817,7,grassland
blue,q90,627,7,grassland
blue,q90,467,7,grassland
blue,q90,704,7,grassland
blue,q90,591,7,grassland
blue,q90,679,7,grassland
blue,q90,364,7,grassland
blue,q90,560,7,grassland
blue,q90,441,7,grassland
blue,q90,910,7,grassland
blue,q90,627,7,grassland
blue,q90,684,7,grassland
blue,q90,616,7,grassland
blue,q90,606,7,grassland
blue,q90,602,7,grassland
blue,q90,554,7,grassland
blue,q90,1143,7,grassland
blue,q90,716,7,grassland
blue,q90,495,7,grassland
blue,q90,672,7,grassland
blue,q90,815,7,grassland
blue,q90,614,7,grassland
blue,q90,512,7,grassland
blue,q90,248,7,grassland
blue,q90,872,7,grassland
blue,q90,562,7,grassland
blue,q90,599,7,grassland
blue,q90,772,7,grassland
blue,q90,633,7,grassland
blue,q90,676,7,grassland
blue,q90,886,7,grassland
blue,q90,847,7,grassland
blue,q90,513,7,grassland
blue,q90,1099,7,grassland
blue,q90,700,7,grassland
blue,q90,624,7,grassland
blue,q90,894,7,grassland
blue,q90,736,7,grassland
blue,q90,674,7,grassland
blue,q90,590,7,grassland
blue,q90,739,7,grassland
green,std,130,7,grassland
green,std,124,7,grassland
green,std,102,7,grassland
green,std,136,7,grassland
green,std,118,7,grassland
green,std,167,7,grassland
green,std,31,7,grassland
green,std,52,7,grassland
green,std,82,7,grassland
green,std,68,7,grassland
green,std,63,7,grassland
green,std,337,7,grassland
green,std,45,7,grassland
green,std,90,7,grassland
green,std,250,7,grassland
green,std,107,7,grassland
green,std,243,7,grassland
green,std,14,7,grassland
green,std,30,7,grassland
green,std,56,7,grassland
green,std,14,7,grassland
green,std,244,7,grassland
green,std,37,7,grassland
green,std,154,7,grassland
green,std,28,7,grassland
green,std,41,7,grassland
green,std,198,7,grassland
green,std,156,7,grassland
green,std,124,7,grassland
green,std,64,7,grassland
green,std,0,7,grassland
green,std,26,7,grassland
green,std,299,7,grassland
green,std,0,7,grassland
green,std,107,7,grassland
green,std,417,7,grassland
green,std,14,7,grassland
green,std,148,7,grassland
green,std,35,7,grassland
green,std,105,7,grassland
green,std,75,7,grassland
green,std,106,7,grassland
green,std,50,7,grassland
green,std,108,7,grassland
green,std,141,7,grassland
green,std,221,7,grassland
green,std,297,7,grassland
green,std,175,7,grassland
green,std,96,7,grassland
green,std,154,7,grassland
green,std,71,7,grassland
green,std,29,7,grassland
green,std,62,7,grassland
green,std,0,7,grassland
green,std,11,7,grassland
green,std,108,7,grassland
green,std,59,7,grassland
green,std,55,7,grassland
green,std,29,7,grassland
green,std,114,7,grassland
green,std,97,7,grassland
green,std,-9999,7,grassland
green,std,206,7,grassland
green,std,139,7,grassland
green,std,2,7,grassland
green,std,60,7,grassland
green,std,78,7,grassland
green,std,0,7,grassland
green,std,76,7,grassland
green,std,33,7,grassland
green,std,-9999,7,grassland
green,std,402,7,grassland
green,std,0,7,grassland
green,std,57,7,grassland
green,std,0,7,grassland
green,std,0,7,grassland
green,std,46,7,grassland
green,std,7,7,grassland
green,std,45,7,grassland
green,std,56,7,grassland
green,std,11,7,grassland
green,std,14,7,grassland
green,std,68,7,grassland
green,std,54,7,grassland
green,std,65,7,grassland
green,std,27,7,grassland
green,std,36,7,grassland
green,std,27,7,grassland
green,std,23,7,grassland
green,std,18,7,grassland
green,std,11,7,grassland
green,std,138,7,grassland
green,std,123,7,grassland
green,std,99,7,grassland
green,std,144,7,grassland
green,std,85,7,grassland
green,std,29,7,grassland
green,std,225,7,grassland
green,std,44,7,grassland
green,std,332,7,grassland
green,std,58,7,grassland
green,std,528,7,grassland
green,std,62,7,grassland
green,std,52,7,grassland
green,std,0,7,grassland
green,std,0,7,grassland
green,std,57,7,grassland
green,std,23,7,grassland
green,std,62,7,grassland
green,std,0,7,grassland
green,std,131,7,grassland
green,std,82,7,grassland
green,std,-9999,7,grassland
green,std,0,7,grassland
green,std,0,7,grassland
green,std,320,7,grassland
green,std,323,7,grassland
green,std,350,7,grassland
green,std,89,7,grassland
green,std,79,7,grassland
green,std,286,7,grassland
green,std,162,7,grassland
green,std,71,7,grassland
green,std,149,7,grassland
green,std,76,7,grassland
green,std,78,7,grassland
green,std,188,7,grassland
green,std,111,7,grassland
green,std,165,7,grassland
green,std,125,7,grassland
green,std,163,7,grassland
green,std,197,7,grassland
green,std,200,7,grassland
green,std,52,7,grassland
green,std,142,7,grassland
green,std,202,7,grassland
green,std,32,7,grassland
green,std,114,7,grassland
green,std,0,7,grassland
green,std,183,7,grassland
green,std,195,7,grassland
green,std,104,7,grassland
green,std,0,7,grassland
green,std,236,7,grassland
green,std,15,7,grassland
green,std,68,7,grassland
green,std,224,7,grassland
green,std,61,7,grassland
green,std,0,7,grassland
green,std,62,7,grassland
green,std,838,7,grassland
green,std,172,7,grassland
green,std,197,7,grassland
green,std,162,7,grassland
green,std,39,7,grassland
green,std,29,7,grassland
green,std,91,7,grassland
green,std,11,7,grassland
green,std,0,7,grassland
green,std,39,7,grassland
green,std,191,7,grassland
green,std,63,7,grassland
green,std,-9999,7,grassland
green,std,15,7,grassland
green,std,12,7,grassland
green,std,85,7,grassland
green,std,8,7,grassland
green,std,52,7,grassland
green,std,111,7,grassland
green,std,110,7,grassland
green,std,175,7,grassland
green,std,81,7,grassland
green,std,307,7,grassland
green,std,48,7,grassland
green,std,268,7,grassland
green,std,24,7,grassland
green,std,80,7,grassland
green,std,1,7,grassland
green,std,165,7,grassland
green,std,70,7,grassland
green,std,90,7,grassland
green,std,0,7,grassland
green,std,248,7,grassland
green,std,12,7,grassland
green,std,57,7,grassland
green,std,30,7,grassland
green,std,21,7,grassland
green,std,73,7,grassland
green,std,49,7,grassland
green,std,78,7,grassland
green,std,68,7,grassland
green,std,56,7,grassland
green,std,40,7,grassland
green,std,42,7,grassland
green,std,0,7,grassland
green,std,70,7,grassland
green,std,16,7,grassland
green,std,97,7,grassland
green,std,75,7,grassland
green,std,0,7,grassland
green,std,52,7,grassland
green,std,72,7,grassland
green,std,114,7,grassland
green,std,152,7,grassland
green,std,207,7,grassland
green,std,176,7,grassland
green,std,25,7,grassland
green,std,-9999,7,grassland
green,std,115,7,grassland
green,std,56,7,grassland
green,std,0,7,grassland
green,std,93,7,grassland
green,std,0,7,grassland
green,std,21,7,grassland
green,std,66,7,grassland
green,std,0,7,grassland
green,std,0,7,grassland
green,std,74,7,grassland
green,std,50,7,grassland
green,std,0,7,grassland
green,std,82,7,grassland
green,std,283,7,grassland
green,std,281,7,grassland
green,std,141,7,grassland
green,std,60,7,grassland
green,std,232,7,grassland
green,std,119,7,grassland
green,std,157,7,grassland
green,std,32,7,grassland
green,std,180,7,grassland
green,std,72,7,grassland
green,std,290,7,grassland
green,std,159,7,grassland
green,std,145,7,grassland
green,std,154,7,grassland
green,std,83,7,grassland
green,std,82,7,grassland
green,std,95,7,grassland
green,std,278,7,grassland
green,std,252,7,grassland
green,std,94,7,grassland
green,std,183,7,grassland
green,std,203,7,grassland
green,std,132,7,grassland
green,std,144,7,grassland
green,std,0,7,grassland
green,std,51,7,grassland
green,std,86,7,grassland
green,std,76,7,grassland
green,std,224,7,grassland
green,std,216,7,grassland
green,std,100,7,grassland
green,std,207,7,grassland
green,std,221,7,grassland
green,std,104,7,grassland
green,std,322,7,grassland
green,std,36,7,grassland
green,std,103,7,grassland
green,std,317,7,grassland
green,std,153,7,grassland
green,std,103,7,grassland
green,std,60,7,grassland
green,std,168,7,grassland
green,q10,571,7,grassland
green,q10,618,7,grassland
green,q10,738,7,grassland
green,q10,588,7,grassland
green,q10,673,7,grassland
green,q10,619,7,grassland
green,q10,662,7,grassland
green,q10,675,7,grassland
green,q10,626,7,grassland
green,q10,536,7,grassland
green,q10,606,7,grassland
green,q10,1560,7,grassland
green,q10,804,7,grassland
green,q10,548,7,grassland
green,q10,346,7,grassland
green,q10,765,7,grassland
green,q10,274,7,grassland
green,q10,741,7,grassland
green,q10,807,7,grassland
green,q10,757,7,grassland
green,q10,756,7,grassland
green,q10,664,7,grassland
green,q10,638,7,grassland
green,q10,638,7,grassland
green,q10,752,7,grassland
green,q10,481,7,grassland
green,q10,414,7,grassland
green,q10,749,7,grassland
green,q10,627,7,grassland
green,q10,788,7,grassland
green,q10,859,7,grassland
green,q10,427,7,grassland
green,q10,640,7,grassland
green,q10,1098,7,grassland
green,q10,466,7,grassland
green,q10,809,7,grassland
green,q10,610,7,grassland
green,q10,985,7,grassland
green,q10,837,7,grassland
green,q10,601,7,grassland
green,q10,576,7,grassland
green,q10,598,7,grassland
green,q10,612,7,grassland
green,q10,564,7,grassland
green,q10,663,7,grassland
green,q10,333,7,grassland
green,q10,135,7,grassland
green,q10,271,7,grassland
green,q10,760,7,grassland
green,q10,591,7,grassland
green,q10,582,7,grassland
green,q10,708,7,grassland
green,q10,672,7,grassland
green,q10,650,7,grassland
green,q10,484,7,grassland
green,q10,699,7,grassland
green,q10,679,7,grassland
green,q10,666,7,grassland
green,q10,532,7,grassland
green,q10,923,7,grassland
green,q10,428,7,grassland
green,q10,-9999,7,grassland
green,q10,609,7,grassland
green,q10,390,7,grassland
green,q10,611,7,grassland
green,q10,609,7,grassland
green,q10,769,7,grassland
green,q10,794,7,grassland
green,q10,537,7,grassland
green,q10,572,7,grassland
green,q10,-9999,7,grassland
green,q10,1041,7,grassland
green,q10,482,7,grassland
green,q10,871,7,grassland
green,q10,823,7,grassland
green,q10,933,7,grassland
green,q10,650,7,grassland
green,q10,789,7,grassland
green,q10,536,7,grassland
green,q10,732,7,grassland
green,q10,615,7,grassland
green,q10,824,7,grassland
green,q10,667,7,grassland
green,q10,560,7,grassland
green,q10,559,7,grassland
green,q10,969,7,grassland
green,q10,817,7,grassland
green,q10,758,7,grassland
green,q10,645,7,grassland
green,q10,720,7,grassland
green,q10,703,7,grassland
green,q10,471,7,grassland
green,q10,728,7,grassland
green,q10,756,7,grassland
green,q10,607,7,grassland
green,q10,770,7,grassland
green,q10,571,7,grassland
green,q10,715,7,grassland
green,q10,736,7,grassland
green,q10,211,7,grassland
green,q10,592,7,grassland
green,q10,862,7,grassland
green,q10,597,7,grassland
green,q10,773,7,grassland
green,q10,628,7,grassland
green,q10,1029,7,grassland
green,q10,804,7,grassland
green,q10,559,7,grassland
green,q10,703,7,grassland
green,q10,910,7,grassland
green,q10,327,7,grassland
green,q10,594,7,grassland
green,q10,-9999,7,grassland
green,q10,673,7,grassland
green,q10,1104,7,grassland
green,q10,739,7,grassland
green,q10,388,7,grassland
green,q10,523,7,grassland
green,q10,670,7,grassland
green,q10,552,7,grassland
green,q10,541,7,grassland
green,q10,766,7,grassland
green,q10,669,7,grassland
green,q10,785,7,grassland
green,q10,706,7,grassland
green,q10,633,7,grassland
green,q10,597,7,grassland
green,q10,941,7,grassland
green,q10,580,7,grassland
green,q10,387,7,grassland
green,q10,762,7,grassland
green,q10,707,7,grassland
green,q10,619,7,grassland
green,q10,656,7,grassland
green,q10,545,7,grassland
green,q10,812,7,grassland
green,q10,677,7,grassland
green,q10,777,7,grassland
green,q10,962,7,grassland
green,q10,615,7,grassland
green,q10,630,7,grassland
green,q10,755,7,grassland
green,q10,611,7,grassland
green,q10,663,7,grassland
green,q10,743,7,grassland
green,q10,710,7,grassland
green,q10,974,7,grassland
green,q10,747,7,grassland
green,q10,761,7,grassland
green,q10,830,7,grassland
green,q10,583,7,grassland
green,q10,1129,7,grassland
green,q10,834,7,grassland
green,q10,732,7,grassland
green,q10,834,7,grassland
green,q10,661,7,grassland
green,q10,602,7,grassland
green,q10,601,7,grassland
green,q10,670,7,grassland
green,q10,599,7,grassland
green,q10,992,7,grassland
green,q10,587,7,grassland
green,q10,-9999,7,grassland
green,q10,976,7,grassland
green,q10,926,7,grassland
green,q10,829,7,grassland
green,q10,855,7,grassland
green,q10,782,7,grassland
green,q10,974,7,grassland
green,q10,744,7,grassland
green,q10,764,7,grassland
green,q10,836,7,grassland
green,q10,631,7,grassland
green,q10,610,7,grassland
green,q10,675,7,grassland
green,q10,906,7,grassland
green,q10,523,7,grassland
green,q10,870,7,grassland
green,q10,676,7,grassland
green,q10,755,7,grassland
green,q10,753,7,grassland
green,q10,733,7,grassland
green,q10,562,7,grassland
green,q10,660,7,grassland
green,q10,705,7,grassland
green,q10,633,7,grassland
green,q10,593,7,grassland
green,q10,591,7,grassland
green,q10,578,7,grassland
green,q10,856,7,grassland
green,q10,685,7,grassland
green,q10,648,7,grassland
green,q10,574,7,grassland
green,q10,846,7,grassland
green,q10,1041,7,grassland
green,q10,793,7,grassland
green,q10,638,7,grassland
green,q10,754,7,grassland
green,q10,651,7,grassland
green,q10,598,7,grassland
green,q10,611,7,grassland
green,q10,756,7,grassland
green,q10,818,7,grassland
green,q10,690,7,grassland
